1 vs. 3,ENSG00000110700,8.15E-10,4.57E-09,-489.0698039,489.0698039
1 vs. 3,ENSG00000125691,3.47E-10,2.58E-09,-482.4196078,482.4196078
1 vs. 3,ENSG00000167526,4.50E-07,1.18E-06,-481.4337255,481.4337255
1 vs. 3,ENSG00000134419,4.41E-10,2.82E-09,-481.2768627,481.2768627
1 vs. 3,ENSG00000198755,1.21E-10,1.18E-09,-474.8376471,474.8376471
1 vs. 3,ENSG00000147684,2.53E-08,8.31E-08,-471.9537255,471.9537255
1 vs. 3,ENSG00000146859,0.149215251,0.193895524,467.7035294,467.7035294
1 vs. 3,ENSG00000186591,0.001802982,0.00314156,455.7678431,455.7678431
1 vs. 3,ENSG00000118705,7.90E-10,4.57E-09,-453.5482353,453.5482353
1 vs. 3,ENSG00000138326,7.73E-11,9.88E-10,-439.1866667,439.1866667
1 vs. 3,ENSG00000133606,0.013265087,0.021335454,438.6596078,438.6596078
1 vs. 3,ENSG00000063177,1.52E-10,1.34E-09,-437.6956863,437.6956863
1 vs. 3,ENSG00000106153,1.68E-08,5.77E-08,-424.3568627,424.3568627
1 vs. 3,ENSG00000106211,4.06E-14,4.67E-12,-421.7286275,421.7286275
1 vs. 3,ENSG00000101182,1.04E-08,3.69E-08,-421.2698039,421.2698039
1 vs. 3,ENSG00000115268,6.00E-09,2.26E-08,-408.3670588,408.3670588
1 vs. 3,ENSG00000124145,1.23E-10,1.18E-09,-407.4211765,407.4211765
1 vs. 3,ENSG00000131469,2.87E-10,2.20E-09,-395.6894118,395.6894118
1 vs. 3,ENSG00000229807,1.25E-04,2.37E-04,-394.452549,394.452549
1 vs. 3,ENSG00000115053,1.32E-11,3.04E-10,-393.8290196,393.8290196
1 vs. 3,ENSG00000161911,1.52E-05,3.30E-05,383.3239216,383.3239216
1 vs. 3,ENSG00000071082,3.25E-09,1.36E-08,-383.2258824,383.2258824
1 vs. 3,ENSG00000171858,7.18E-11,9.88E-10,-372.9984314,372.9984314
1 vs. 3,ENSG00000136942,3.02E-09,1.29E-08,-371.96,371.96
1 vs. 3,ENSG00000164405,1.00E-13,5.77E-12,-366.0392157,366.0392157
1 vs. 3,ENSG00000145592,2.42E-10,2.04E-09,-365.0258824,365.0258824
1 vs. 3,ENSG00000118640,8.52E-05,1.63E-04,362.3592157,362.3592157
1 vs. 3,ENSG00000009307,1.69E-06,4.04E-06,-343.0039216,343.0039216
1 vs. 3,ENSG00000185989,0.554385359,0.598632078,341.9458824,341.9458824
1 vs. 3,ENSG00000108960,0.002358393,0.004047988,334.627451,334.627451
1 vs. 3,ENSG00000174175,3.26E-05,6.53E-05,323.3898039,323.3898039
1 vs. 3,ENSG00000008018,1.53E-07,4.24E-07,-319.9176471,319.9176471
1 vs. 3,ENSG00000155366,5.31E-07,1.36E-06,-312.2494118,312.2494118
1 vs. 3,ENSG00000120738,1.66E-05,3.58E-05,-311.6941176,311.6941176
